Customer_Age,Gender,Dependent_count,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,High_Utilization,Activity_Decline,Low_Engagement,Avg_Transaction_Amount,Credit_Dependency,High_Value_Customer,Multi_Product_User,Education_Level_Doctorate,Education_Level_Graduate,Education_Level_High School,Education_Level_Post-Graduate,Education_Level_Uneducated,Education_Level_Unknown,Marital_Status_Married,Marital_Status_Single,Marital_Status_Unknown,Income_Category_$40K - $60K,Income_Category_$60K - $80K,Income_Category_$80K - $120K,Income_Category_Less than $40K,Income_Category_Unknown,Card_Category_Gold,Card_Category_Platinum,Card_Category_Silver,Attrition_Flag
59,1,0,36,3,2,2,11000.0,1013,9987.0,0.697,7302,86,0.654,0.092,0,1,0,84.90697674418605,0.092090909090909,1,0,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,0
49,1,4,30,5,3,3,1579.0,900,679.0,0.592,4354,70,0.707,0.57,0,1,0,62.2,0.5699810006333123,0,1,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,0
39,1,1,36,1,3,2,34516.0,1662,32854.0,0.751,13578,105,0.615,0.048,0,1,1,129.31428571428572,0.0481515818750724,1,0,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,0
56,1,2,48,4,3,3,4480.0,2465,2015.0,0.772,3331,74,0.682,0.55,0,1,0,45.01351351351352,0.5502232142857143,0,1,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,0
38,0,2,36,6,3,4,2717.0,1591,1126.0,1.596,2064,33,1.062,0.586,0,0,0,62.54545454545455,0.5855723224144277,0,1,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0
70,1,0,56,3,2,3,3252.0,1495,1757.0,0.581,1227,15,0.875,0.46,0,1,0,81.8,0.4597170971709717,0,0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0
49,1,2,38,3,2,0,8077.0,1965,6112.0,0.637,1329,26,0.444,0.243,0,1,0,51.11538461538461,0.2432833973009781,0,0,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,0
61,0,0,51,4,2,2,8476.0,0,8476.0,0.675,3889,67,0.489,0.0,0,1,0,58.04477611940298,0.0,0,1,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0
27,1,0,19,1,1,3,34516.0,1131,33385.0,0.715,14716,112,0.75,0.033,0,0,0,131.39285714285714,0.0327674122146251,1,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,0
52,0,1,36,1,1,3,3040.0,2517,523.0,0.774,4608,61,1.033,0.828,1,0,0,75.54098360655738,0.8279605263157894,0,0,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,0
44,0,3,36,2,3,3,2228.0,0,2228.0,0.686,2523,45,0.607,0.0,0,1,0,56.06666666666667,0.0,0,0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,1
51,0,3,36,3,2,3,12605.0,1449,11156.0,0.703,1870,56,0.647,0.115,0,1,0,33.392857142857146,0.1149543831812772,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0
57,1,0,42,6,4,3,8377.0,1211,7166.0,0.813,1797,44,1.2,0.145,0,0,0,40.84090909090909,0.1445624925390951,0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,0
45,0,0,35,6,1,3,5923.0,1686,4237.0,0.702,1236,35,0.591,0.285,0,1,0,35.31428571428572,0.2846530474421745,0,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
57,0,1,47,4,1,3,3416.0,2468,948.0,0.598,1536,42,0.556,0.722,1,1,0,36.57142857142857,0.7224824355971897,0,1,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,0
48,0,3,43,6,2,2,2423.0,1773,650.0,0.574,2038,64,0.362,0.732,1,1,0,31.84375,0.7317375154766818,0,1,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0
46,1,2,36,5,4,2,33142.0,0,33142.0,0.846,4347,63,0.575,0.0,0,1,1,69.0,0.0,0,1,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0
43,0,4,38,4,2,2,2655.0,1650,1005.0,0.701,4025,62,0.59,0.621,0,1,0,64.91935483870968,0.6214689265536724,0,1,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0
44,1,4,36,2,2,1,34516.0,1635,32881.0,0.768,7219,86,0.564,0.047,0,1,0,83.94186046511628,0.0473693359601344,1,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0
49,1,1,37,1,2,2,18349.0,1209,17140.0,0.738,16422,110,0.803,0.066,0,0,0,149.29090909090908,0.0658891492724399,1,0,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,0
31,0,2,25,5,3,1,3288.0,2495,793.0,0.805,4370,83,0.886,0.759,1,0,1,52.65060240963855,0.7588199513381995,0,1,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,0
43,1,3,30,3,2,4,19711.0,0,19711.0,1.037,3602,72,1.0,0.0,0,0,0,50.02777777777778,0.0,0,0,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,0
46,0,4,35,5,2,3,2722.0,1473,1249.0,0.737,3129,69,0.683,0.541,0,1,0,45.34782608695652,0.5411462160176341,0,1,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,0
39,1,4,29,6,3,3,8700.0,1742,6958.0,0.454,2306,50,0.613,0.2,0,1,0,46.12,0.2002298850574712,0,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,1
47,1,3,36,6,2,2,13399.0,2505,10894.0,0.627,1326,31,0.824,0.187,0,1,0,42.774193548387096,0.1869542503171878,0,1,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,0
54,0,2,46,4,3,3,2611.0,1573,1038.0,0.902,4899,68,0.581,0.602,0,1,0,72.04411764705883,0.6024511681348143,1,1,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,0
44,1,3,33,6,3,2,15468.0,1187,14281.0,0.93,4484,81,0.841,0.077,0,0,1,55.358024691358025,0.0767390742177398,0,1,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,0
39,0,2,36,1,3,1,2816.0,2517,299.0,0.742,4817,87,0.776,0.894,1,0,1,55.367816091954026,0.8938210227272727,1,0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0
37,0,1,36,6,2,2,16594.0,1931,14663.0,0.702,2134,47,0.808,0.116,0,0,0,45.40425531914894,0.1163673616969989,0,1,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0
50,0,2,36,5,4,1,2428.0,2005,423.0,0.835,5170,68,0.659,0.826,1,1,1,76.02941176470588,0.8257825370675453,1,1,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,0
53,1,2,43,4,2,4,4039.0,1397,2642.0,0.396,1494,36,0.286,0.346,0,1,0,41.5,0.3458776924981431,0,1,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,0
33,0,1,20,2,2,3,4883.0,0,4883.0,0.724,4613,82,1.0,0.0,0,0,0,56.25609756097561,0.0,0,0,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,0
50,0,1,32,6,1,4,5916.0,983,4933.0,0.761,3752,75,0.974,0.166,0,0,0,50.02666666666666,0.1661595672751859,0,1,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,0
51,1,1,37,2,3,1,34516.0,2417,32099.0,0.947,13021,117,0.625,0.07,0,1,1,111.2905982905983,0.0700254954224127,1,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0
58,0,2,50,4,3,3,5386.0,0,5386.0,0.777,4846,84,0.68,0.0,0,1,0,57.69047619047619,0.0,1,1,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,0
53,0,4,36,4,1,3,2972.0,2160,812.0,0.956,2552,62,0.676,0.727,1,1,0,41.16129032258065,0.7267833109017496,0,1,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0
40,0,2,23,6,2,1,18332.0,1376,16956.0,0.6,4095,67,0.675,0.075,0,1,0,61.11940298507463,0.0750600043639537,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0
56,0,2,43,1,2,2,2041.0,1158,883.0,0.563,3588,63,0.432,0.567,0,1,0,56.95238095238095,0.5673689367956883,0,0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0
33,1,2,24,2,3,2,4178.0,2463,1715.0,0.815,16216,107,0.814,0.59,0,0,1,151.55140186915887,0.5895165150789852,1,0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,0
63,1,1,53,4,1,2,6128.0,1895,4233.0,0.583,1700,42,0.355,0.309,0,1,0,40.47619047619048,0.3092362924281984,0,1,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,0
42,0,4,23,1,2,3,2647.0,1245,1402.0,0.712,4911,82,0.864,0.47,0,0,0,59.89024390243903,0.4703437854174537,1,0,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,0
42,0,2,28,6,2,1,1820.0,0,1820.0,0.658,4592,67,0.811,0.0,0,1,0,68.53731343283582,0.0,0,1,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,0
57,0,0,36,5,1,3,3532.0,869,2663.0,1.038,4297,64,0.778,0.246,0,0,0,67.140625,0.2460362400906002,0,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
38,1,3,25,3,3,4,18293.0,0,18293.0,0.571,2958,63,0.432,0.0,0,1,0,46.95238095238095,0.0,0,0,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,0
39,1,1,28,3,3,4,4683.0,2514,2169.0,0.58,2010,45,0.731,0.537,0,1,0,44.66666666666666,0.5368353619474696,0,0,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,0
60,0,1,50,5,1,3,1438.3,0,1438.3,0.578,4148,84,0.714,0.0,0,1,0,49.38095238095238,0.0,0,1,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,0
47,1,5,38,4,1,2,7357.0,1069,6288.0,0.77,3943,64,0.641,0.145,0,1,0,61.609375,0.1453037923066467,0,1,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,0
52,1,4,36,4,1,3,9375.0,1625,7750.0,0.532,2108,51,0.5,0.173,0,1,0,41.333333333333336,0.1733333333333333,0,1,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,1
45,1,2,41,5,2,2,8532.0,2165,6367.0,0.707,3242,63,0.75,0.254,0,0,0,51.46031746031746,0.253750586029067,0,1,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,0
48,0,3,37,4,1,2,6725.0,493,6232.0,0.72,13891,106,0.606,0.073,0,1,0,131.04716981132074,0.0733085501858736,1,1,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,0
38,0,3,23,6,2,2,5645.0,0,5645.0,1.05,1527,32,0.455,0.0,0,1,0,47.71875,0.0,0,1,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,0
43,1,2,34,2,4,3,4617.0,1035,3582.0,0.36,1779,35,0.591,0.224,0,1,0,50.82857142857143,0.2241715399610136,0,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,1
40,0,1,29,5,1,3,8398.0,1892,6506.0,0.861,1489,29,0.526,0.225,0,1,0,51.3448275862069,0.2252917361276494,0,1,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0
38,0,4,26,2,2,2,4391.0,1933,2458.0,0.579,1849,36,0.385,0.44,0,1,0,51.36111111111112,0.440218629013892,0,0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,1
35,1,4,30,4,3,4,34516.0,1018,33498.0,1.129,2350,55,0.774,0.029,0,0,0,42.72727272727273,0.0294935682002549,0,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0
60,1,0,36,1,2,3,34516.0,806,33710.0,0.755,13434,102,0.672,0.023,0,1,0,131.7058823529412,0.0233514891644454,1,0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,0
48,0,3,40,2,6,1,2337.0,0,2337.0,0.586,5203,90,0.765,0.0,0,1,1,57.81111111111111,0.0,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0
49,0,3,36,2,2,0,2802.0,2363,439.0,0.75,1295,40,0.6,0.843,1,1,0,32.375,0.8433261955745895,0,0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0
44,0,3,37,3,2,3,1900.0,0,1900.0,0.864,2298,45,0.452,0.0,0,1,0,51.06666666666667,0.0,0,0,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,1
49,1,2,38,3,6,3,16494.0,1158,15336.0,0.692,7761,84,0.647,0.07,0,1,0,92.39285714285714,0.0702073481265914,1,0,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,0
51,1,2,40,3,3,3,3750.0,1801,1949.0,0.889,17995,116,0.657,0.48,0,1,0,155.1293103448276,0.4802666666666667,1,0,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,0
53,1,0,41,3,3,2,16033.0,560,15473.0,0.963,1158,31,1.067,0.035,0,0,1,37.354838709677416,0.0349279610802719,0,0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0
42,0,2,37,6,1,1,5099.0,958,4141.0,0.607,4025,73,0.521,0.188,0,1,0,55.136986301369866,0.1878799764659737,0,1,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,0
48,1,3,34,2,2,1,1913.0,1405,508.0,0.699,7265,80,0.905,0.734,1,1,0,90.8125,0.7344485101934135,1,0,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,0
46,1,4,36,6,1,2,1438.3,0,1438.3,0.746,4461,71,0.821,0.0,0,0,0,62.83098591549296,0.0,0,1,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,0
36,0,3,23,6,3,4,2804.0,2090,714.0,1.248,2812,77,1.081,0.745,1,0,0,36.51948051948052,0.7453637660485022,0,1,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0
58,0,1,36,5,2,3,4784.0,0,4784.0,0.905,2160,54,0.929,0.0,0,0,0,40.0,0.0,0,1,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,0
61,1,0,49,1,2,3,2228.0,1480,748.0,0.533,4431,71,0.651,0.664,0,1,0,62.40845070422535,0.6642728904847397,0,0,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,0
51,1,2,36,2,2,2,3477.0,752,2725.0,0.703,13627,120,0.739,0.216,0,0,0,113.55833333333334,0.2162784009203336,1,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0
54,0,3,45,5,1,4,3062.0,2039,1023.0,1.057,4037,71,0.821,0.666,0,0,0,56.85915492957746,0.6659046374918354,0,1,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0
37,1,2,31,6,3,4,3216.0,0,3216.0,0.683,4039,81,1.077,0.0,0,1,0,49.8641975308642,0.0,0,1,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,0
41,1,4,30,4,6,1,2450.0,1967,483.0,0.589,1263,29,0.611,0.803,1,1,1,43.55172413793103,0.8028571428571428,0,1,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,0
38,0,2,18,5,3,3,1686.0,1206,480.0,0.767,4891,68,0.511,0.715,1,1,0,71.92647058823529,0.7153024911032029,1,1,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0
48,0,5,36,4,2,3,5495.0,2200,3295.0,0.696,5125,85,0.771,0.4,0,1,0,60.294117647058826,0.4003639672429481,1,1,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,0
39,1,2,24,4,3,2,4061.0,1775,2286.0,0.686,1602,40,0.667,0.437,0,1,1,40.05,0.4370844619551834,0,1,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,0
48,1,4,31,6,3,1,34516.0,1013,33503.0,0.575,1222,37,0.85,0.029,0,1,1,33.027027027027025,0.0293487078456368,0,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0
37,0,2,36,5,3,2,1959.0,662,1297.0,0.888,3046,52,0.793,0.338,0,0,1,58.57692307692308,0.3379275140377744,0,1,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,1
64,0,1,56,5,2,4,5152.0,948,4204.0,0.953,4074,72,1.057,0.184,0,0,0,56.583333333333336,0.1840062111801242,0,1,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,0
50,0,1,40,6,2,2,2661.0,1575,1086.0,0.735,4615,82,0.708,0.592,0,0,0,56.28048780487805,0.5918827508455468,0,1,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,0
36,0,2,36,6,4,0,2051.0,1154,897.0,0.605,3912,79,0.717,0.563,0,1,1,49.51898734177215,0.5626523647001462,0,1,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0
52,0,3,43,4,3,2,4798.0,0,4798.0,0.583,3967,72,0.636,0.0,0,1,1,55.09722222222222,0.0,0,1,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0
46,0,2,22,6,1,3,2305.0,1627,678.0,0.747,1230,36,0.565,0.706,1,1,0,34.166666666666664,0.7058568329718005,0,1,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,0
50,0,3,33,3,3,4,2140.0,0,2140.0,0.765,2915,50,0.316,0.0,0,1,0,58.3,0.0,0,0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,1
34,1,3,28,2,3,2,3744.0,0,3744.0,0.796,8202,69,0.769,0.0,0,0,1,118.8695652173913,0.0,1,0,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,1
52,1,2,37,2,3,2,14543.0,0,14543.0,0.788,1536,37,0.423,0.0,0,1,1,41.51351351351352,0.0,0,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0
26,1,0,20,6,2,3,1438.3,495,943.3,1.062,2546,40,0.333,0.344,0,1,0,63.65,0.3441562956267816,0,1,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0
50,1,1,45,5,3,3,2151.0,1163,988.0,0.849,2513,62,0.59,0.541,0,1,0,40.53225806451613,0.5406787540678754,0,1,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,0
52,1,4,46,3,3,2,13090.0,0,13090.0,0.75,3851,78,1.0,0.0,0,0,1,49.37179487179487,0.0,0,0,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,0
48,0,3,37,2,2,1,2105.0,1072,1033.0,0.514,4833,81,1.077,0.509,0,1,0,59.66666666666666,0.5092636579572447,1,0,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,0
57,1,2,40,3,3,3,3106.0,1120,1986.0,1.045,683,17,0.7,0.361,0,0,0,40.1764705882353,0.360592401802962,0,0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,1
43,1,3,33,3,3,2,16351.0,1541,14810.0,0.763,3475,82,0.673,0.094,0,1,1,42.3780487804878,0.0942450003057916,0,0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,0
43,0,3,33,6,3,4,14622.0,0,14622.0,0.959,4632,67,0.457,0.0,0,1,0,69.13432835820896,0.0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0
43,1,3,36,1,3,3,8663.0,288,8375.0,0.639,916,33,0.32,0.033,0,1,0,27.75757575757576,0.0332448343529954,0,0,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,1
55,1,0,46,6,1,2,9734.0,0,9734.0,0.785,1476,38,0.9,0.0,0,0,0,38.8421052631579,0.0,0,1,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0
47,0,5,42,3,5,3,4345.0,2176,2169.0,0.752,2458,44,0.467,0.501,0,1,0,55.86363636363637,0.5008055235903337,0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,1
42,1,1,33,6,2,3,17165.0,1153,16012.0,0.578,4063,62,0.676,0.067,0,1,0,65.53225806451613,0.0671715700553451,0,1,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,0
39,1,2,36,6,3,3,1982.0,1751,231.0,0.843,4313,62,0.676,0.883,1,1,0,69.56451612903226,0.8834510595358224,0,1,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,0
40,0,2,28,1,3,3,2734.0,1661,1073.0,0.726,4981,90,0.698,0.608,0,1,0,55.34444444444444,0.6075347476225311,1,0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0
54,0,2,41,2,2,3,3881.0,2517,1364.0,0.815,2463,38,0.407,0.649,0,1,0,64.8157894736842,0.6485441896418449,0,0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,1
55,0,2,43,5,2,1,2239.0,1340,899.0,0.658,4540,73,0.587,0.598,0,1,0,62.19178082191781,0.5984814649397052,0,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
45,0,3,37,5,2,6,17678.0,0,17678.0,0.788,2566,49,0.815,0.0,0,0,0,52.36734693877551,0.0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
54,0,4,40,6,2,2,2532.0,2221,311.0,0.491,799,21,0.235,0.877,1,1,0,38.04761904761905,0.877172195892575,0,1,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,1
54,0,4,48,2,4,1,3089.0,1177,1912.0,1.01,5237,75,0.829,0.381,0,0,1,69.82666666666667,0.381029459371965,1,0,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,0
52,1,2,45,2,3,3,3460.0,0,3460.0,0.466,2355,47,0.621,0.0,0,1,0,50.1063829787234,0.0,0,0,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,1
51,1,4,42,6,1,2,14438.0,2517,11921.0,0.853,2090,47,0.88,0.174,0,0,0,44.46808510638298,0.174331624878792,0,1,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0
35,0,1,24,5,3,3,1438.3,0,1438.3,0.849,2355,47,0.567,0.0,0,1,0,50.1063829787234,0.0,0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,1
40,0,3,36,5,3,2,5124.0,2235,2889.0,0.542,1158,42,0.355,0.436,0,1,1,27.571428571428573,0.4361826697892271,0,1,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,0
48,0,3,35,3,4,3,1815.0,557,1258.0,0.672,4519,76,0.854,0.307,0,1,0,59.46052631578947,0.3068870523415978,0,0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0
49,1,3,36,2,2,2,23981.0,1408,22573.0,0.844,14455,96,0.846,0.059,0,0,0,150.57291666666666,0.0587131479087611,1,0,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,0
45,0,3,26,1,1,2,2032.0,1195,837.0,0.642,4479,80,0.667,0.588,0,1,0,55.9875,0.5880905511811023,0,0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,0
56,0,2,37,2,2,3,2963.0,0,2963.0,0.902,2919,47,0.382,0.0,0,1,0,62.1063829787234,0.0,0,0,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,1
49,1,2,40,2,4,1,14646.0,1448,13198.0,0.895,8160,92,0.586,0.099,0,1,1,88.69565217391305,0.0988665847330329,1,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0
39,1,1,24,4,3,3,3770.0,1197,2573.0,0.621,1602,49,0.441,0.318,0,1,0,32.69387755102041,0.3175066312997347,0,1,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,0
46,1,3,37,5,3,4,6457.0,0,6457.0,0.531,4487,73,0.431,0.0,0,1,0,61.465753424657535,0.0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
48,0,3,36,4,1,2,3716.0,0,3716.0,0.886,4833,73,0.521,0.0,0,1,0,66.20547945205479,0.0,1,1,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0
50,0,2,45,2,3,2,1529.0,710,819.0,0.657,4751,81,0.884,0.464,0,1,1,58.65432098765432,0.4643557880967953,1,0,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,0
55,0,2,49,5,2,1,1438.3,680,758.3,0.77,4573,93,0.691,0.473,0,1,0,49.17204301075269,0.4727803657095182,0,1,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0
52,0,1,46,5,1,2,2442.0,1507,935.0,0.631,4535,85,0.809,0.617,0,1,0,53.35294117647059,0.6171171171171171,0,1,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,0
44,0,2,35,2,3,4,4196.0,561,3635.0,0.741,2558,38,0.652,0.134,0,1,0,67.3157894736842,0.1336987607244995,0,0,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,1
35,0,1,26,3,3,2,2189.0,1833,356.0,0.56,4530,72,0.846,0.837,1,1,1,62.91666666666666,0.8373686614892645,0,0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0
55,1,1,41,3,4,4,24542.0,2354,22188.0,0.314,984,24,0.263,0.096,0,1,0,41.0,0.0959172031619264,0,0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,1
42,0,3,22,4,1,4,1438.3,860,578.3,0.761,4754,79,0.837,0.598,0,0,0,60.177215189873415,0.5979281095738024,1,1,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,0
50,1,2,43,4,3,3,13067.0,0,13067.0,1.061,5468,71,0.775,0.0,0,0,0,77.01408450704226,0.0,1,1,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,1
43,1,2,24,2,2,2,16667.0,1463,15204.0,0.803,15301,115,0.797,0.088,0,0,0,133.05217391304348,0.0877782444351113,1,0,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,0
38,1,3,31,6,1,2,2014.0,896,1118.0,1.055,2460,52,0.857,0.445,0,0,0,47.30769230769231,0.4448857994041708,0,1,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,0
52,1,3,42,5,2,4,17302.0,1339,15963.0,0.631,1181,30,1.0,0.077,0,1,0,39.36666666666667,0.07738989712172,0,1,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0
38,1,3,34,6,3,3,5323.0,2301,3022.0,0.68,1783,33,0.65,0.432,0,1,0,54.03030303030303,0.4322750328761976,0,1,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,0
41,1,4,29,5,4,2,3600.0,746,2854.0,0.824,4184,61,0.694,0.207,0,1,1,68.59016393442623,0.2072222222222222,0,1,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,0
42,0,3,33,5,2,4,6848.0,0,6848.0,0.962,4006,82,0.822,0.0,0,0,0,48.85365853658536,0.0,0,1,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0
